TimeSeconds,ThrottlePercent,Brake,RPM,SpeedMPH,Gear,TorqueRatioBefore,TorqueRatioAfter,ImpellerTorque,TurbineTorque
4.12,80,0,3755.60879857942,52.7287053119582,2,1.00104792795201,1.00104792795201,298.776164443427,299.089260337541
4.13,80,0,3760.09028110878,52.8057185982593,2,1.00106022096764,1.00106022096764,298.522290635328,298.838790227166
4.14,80,0,3764.58461296602,52.8826564509988,2,1.00107226174099,1.00107226174099,298.291133080671,298.610979250349
4.15,80,0,3769.08366740947,52.9595236838791,2,1.00108415460453,1.00108415460453,298.073097885003,298.396255206563
4.16,80,0,3773.5827918135,53.0363230840885,2,1.0010959592989,1.0010959592989,297.862705315627,298.189150717312
4.17,80,0,3778.07931982122,53.1130562802791,2,1.00110771009246,1.00110771009246,297.65681932583,297.986536788688
4.18,80,0,3782.57172280838,53.1897242375212,2,1.00111942667636,1.00111942667636,297.453641855164,297.786619396838
4.19,80,0,3787.05912497421,53.2663275401205,2,1.001131120385,1.001131120385,297.252140145089,297.588368100291
4.2,80,0,3791.54102572426,53.3428665535155,2,1.00114279775418,1.00114279775418,297.051719948589,297.391189987022
4.21,80,0,3796.01714045687,53.4193415171163,2,1.00115446255977,1.00115446255977,296.852038704885,297.194743269363
4.22,80,0,3800.48730910319,53.4957525976295,2,1.00116611698774,1.00116611698774,296.652898545558,296.998830530014
4.23,80,0,3804.95144350334,53.572099919737,2,1.00117776230669,1.00117776230669,296.454184917589,296.803337482247
4.24,80,0,3809.40949708002,53.6483835837742,2,1.00118939925513,1.00118939925513,296.255831317528,296.608197782627
4.25,80,0,3813.86144733444,53.724603675932,2,1.00120102826475,1.00120102826475,296.057798996342,296.413372780936
4.26,80,0,3818.30728572753,53.8007602741547,2,1.00121264958937,1.00121264958937,295.860065261461,296.218839848111
4.27,80,0,3822.74701182144,53.8768534515536,2,1.00122426337957,1.00122426337957,295.662616723711,296.024585638075
4.28,80,0,3827.1806298825,53.9528832783873,2,1.00123586972589,1.00123586972589,295.465445392875,295.830602191882
4.29,80,0,3831.60814690837,54.0288498232107,2,1.00124746868389,1.00124746868389,295.26854641678,295.636884681772
4.3,80,0,3836.0295714807,54.1047531535437,2,1.00125906028873,1.00125906028873,295.071916770119,295.443430102845
4.31,80,0,3840.4449130968,54.1805933362611,2,1.00127064456367,1.00127064456367,294.875554492894,295.25023651317
4.32,80,0,3844.85418177979,54.2563704378197,2,1.00128222152498,1.00128222152498,294.679458247422,295.057302591757
4.33,80,0,3849.25738785086,54.332084524391,2,1.00129379118484,1.00129379118484,294.483627060276,294.864627381046
4.34,80,0,3853.65454179609,54.4077356619392,2,1.00130535355302,1.00130535355302,294.288060171721,294.672210136677
4.35,80,0,3858.04565418839,54.4833239162669,2,1.00131690863787,1.00131690863787,294.092756947734,294.480050239693
4.36,80,0,3862.43073564177,54.5588493530419,2,1.00132845644691,1.00132845644691,293.897716828528,294.288147145181
4.37,80,0,3866.80979678443,54.6343120378132,2,1.00133999698716,1.00133999698716,293.702939298388,294.096500352166
4.38,80,0,3871.18284824303,54.7097120360201,2,1.00135153026532,1.00135153026532,293.508423867962,293.905109385945
4.39,80,0,3875.54990063341,54.7850494129983,2,1.00136305628793,1.00136305628793,293.314170063852,293.713973787696
4.4,80,0,3879.91096455512,54.8603242339831,2,1.0013745750614,1.0013745750614,293.120177422495,293.523093108373
4.41,80,0,3884.26605058824,54.9355365641114,2,1.00138608659208,1.00138608659208,292.92644548654,293.332466905095
4.42,80,0,3888.61516929157,55.0106864684232,2,1.00139759088627,1.00139759088627,292.732973802727,293.142094739026
4.43,80,0,3892.95833120148,55.0857740118623,2,1.00140908795023,1.00140908795023,292.539761920617,292.951976174103
4.44,80,0,3897.29554683135,55.1607992592769,2,1.0014205777902,1.0014205777902,292.346809391845,292.762110776303
4.45,80,0,3901.62682667125,55.2357622754204,2,1.0014320604124,1.0014320604124,292.154115769677,292.572498113191
4.46,80,0,3905.95218118772,55.3106631249513,2,1.00144353582303,1.00144353582303,291.961680608747,292.383137753657
4.47,80,0,3910.27162082373,55.3855018724335,2,1.00145500402827,1.00145500402827,291.769503464893,292.19402926776
4.48,80,0,3914.58515599868,55.4602785823369,2,1.0014664650343,1.0014664650343,291.577583895066,292.005172226633
4.49,80,0,3918.89279710836,55.5349933190373,2,1.00147791884728,1.00147791884728,291.385921457268,291.81656620242
4.5,80,0,3923.19455452506,55.6096461468168,2,1.00148936547335,1.00148936547335,291.194515710522,291.628210768249
4.51,80,0,3927.49043859757,55.6842371298638,2,1.00150080491865,1.00150080491865,291.003366214843,291.4401054982
4.52,80,0,3931.78045965124,55.7587663322734,2,1.00151223718929,1.00151223718929,290.812472531229,291.252249967301
4.53,80,0,3936.0646279881,55.8332338180477,2,1.0015236622914,1.0015236622914,290.621834221646,291.064643751507
4.54,80,0,3940.34295388682,55.9076396510955,2,1.00153508023106,1.00153508023106,290.431450849029,290.877286427706
4.55,80,0,3944.61544760289,55.9819838952331,2,1.00154649101436,1.00154649101436,290.241321977265,290.6901775737
4.56,80,0,3948.88211936859,56.0562666141843,2,1.00155789464738,1.00155789464738,290.0514471712,290.503316768213
4.57,80,0,3953.14297939311,56.1304878715801,2,1.00156929113617,1.00156929113617,289.861825996632,290.316703590881
4.58,80,0,3957.39803786263,56.2046477309596,2,1.00158068048678,1.00158068048678,289.672458020302,290.130337622251
4.59,80,0,3961.64730494032,56.27874625577,2,1.00159206270525,1.00159206270525,289.483342809898,289.944218443775
4.6,80,0,3965.89079076648,56.3527835093665,2,1.0016034377976,1.0016034377976,289.294479934052,289.758345637815
4.61,80,0,3970.12850545856,56.4267595550128,2,1.00161480576985,1.00161480576985,289.105868962332,289.572718787629
4.62,80,0,3974.36045911123,56.500674455881,2,1.001626166628,1.001626166628,288.917509465245,289.387337477381
4.63,80,0,3978.58666179647,56.5745282750522,2,1.00163752037803,1.00163752037803,288.729401014231,289.202201292129
4.64,80,0,3982.80712356361,56.6483210755162,2,1.00164886702593,1.00164886702593,288.541543181659,289.017309817824
4.65,80,0,3987.02185443943,56.7220529201722,2,1.00166020657767,1.00166020657767,288.353935540831,288.832662641312
4.66,80,0,3991.23086442818,56.7957238718286,2,1.00167153903919,1.00167153903919,288.166577665971,288.648259350329
4.67,80,0,3995.43416351166,56.8693339932033,2,1.00168286441644,1.00168286441644,287.979469132229,288.464099533496
4.68,80,0,3999.63176164932,56.9428833469239,2,1.00169418271535,1.00169418271535,287.792609515675,288.280182780321
4.69,80,0,4003.82541629108,57.016372143474,2,1.00170547367791,1.00170547367791,287.607662149893,288.098169447255
4.7,80,0,4008.01656542443,57.0898011944581,2,1.00171672132647,1.00171672132647,287.425933732294,287.919363962513
4.71,80,0,4012.20411217752,57.1631712208579,2,1.00172793918187,1.00172793918187,287.246309604661,287.742653757874
4.72,80,0,4016.38735599151,57.2364826911106,2,1.00173913590247,1.00173913590247,287.068077413183,287.567327813065
4.73,80,0,4020.56586510051,57.3097359173941,2,1.00175031686534,1.00175031686534,286.890795619431,287.392945417515
4.74,80,0,4024.73937439731,57.3829311149782,2,1.0017614854146,1.0017614854146,286.714190156344,287.219233020463
4.75,80,0,4028.90772223027,57.4560684389489,2,1.00177264363331,1.00177264363331,286.538090650073,287.046020572163
4.76,80,0,4033.07081124352,57.52914800696,2,1.00178379282134,1.00178379282134,286.362391009107,286.873202186491
4.77,80,0,4037.2285840846,57.6021699133449,2,1.00179493379161,1.00179493379161,286.187025040511,286.700711802477
4.78,80,0,4041.38100831682,57.6751342378811,2,1.00180606705385,1.00180606705385,286.011951345114,286.528508107447
4.79,80,0,4045.52806703753,57.7480410512391,2,1.00181719292887,1.00181719292887,285.837143949399,286.356565186192
4.8,80,0,4049.66975303752,57.8208904183744,2,1.00182831161955,1.00182831161955,285.662586488423,286.184866714569
4.81,80,0,4053.80606516064,57.8936824006418,2,1.00183942325511,1.00183942325511,285.488268589475,286.013402349779
4.82,80,0,4057.93700603224,57.9664170571143,2,1.00185052791871,1.00185052791871,285.314183621244,285.842165483639
4.83,80,0,4062.06258064009,58.0390944454073,2,1.00186162566465,1.00186162566465,285.14032729125,285.671151842563
4.84,80,0,4066.18279544677,58.1117146221941,2,1.00187271652914,1.00187271652914,284.966696770867,285.500358614165
4.85,80,0,4070.29765783401,58.1842776435282,2,1.00188380053703,1.00188380053703,284.793290148818,285.329783901743
4.86,80,0,4074.40717575427,58.2567835650462,2,1.00189487770603,1.00189487770603,284.620106089467,285.159426383185
4.87,80,0,4078.51135751214,58.3292324420946,2,1.00190594804937,1.00190594804937,284.447143618901,284.98928509743
4.88,80,0,4082.61021162703,58.4016243298096,2,1.00191701157741,1.00191701157741,284.274401990873,284.819359310652
4.89,80,0,4086.70374674679,58.4739592831675,2,1.00192806829876,1.00192806829876,284.101880602683,284.649648432292
4.9,80,0,4090.79197159336,58.5462373570166,2,1.00193911822088,1.00193911822088,283.929578942341,284.480151962314
4.91,80,0,4094.87489492849,58.6184586060966,2,1.0019501613505,1.0019501613505,283.757496555351,284.310869458047
4.92,80,0,4098.95252553219,58.6906230850522,2,1.0019611976939,1.0019611976939,283.585633023787,284.141800513296
4.93,80,0,4103.02487218903,58.7627308484405,2,1.00197222725706,1.00197222725706,283.413987953113,283.972944745187
4.94,80,0,4107.09194367963,58.8347819507364,2,1.00198325004579,1.00198325004579,283.242560963864,283.804301785865
4.95,80,0,4111.15374877517,58.9067764463359,2,1.00199426606575,1.00199426606575,283.071351686387,283.635871277241
4.96,80,0,4115.21029623398,58.9787143895583,2,1.00200527532252,1.00200527532252,282.900359757532,283.467652867686
4.97,80,0,4119.26159479941,59.0505958346477,2,1.00201627782164,1.00201627782164,282.729584818529,283.29964620992
4.98,80,0,4123.30765319847,59.1224208357738,2,1.0020272735686,1.0020272735686,282.559026513664,283.131850959685
4.99,80,0,4127.34848014098,59.1941894470324,2,1.00203826256886,1.00203826256886,282.388684489435,282.9642667749
5,80,0,4131.38408431909,59.2659017224463,2,1.00204924482786,1.00204924482786,282.218558394001,282.796893315117
5.01,80,0,4135.41447440692,59.3375577159655,2,1.00206022035103,1.00206022035103,282.048647876854,282.629730241191
5.02,80,0,4139.43965906042,59.4091574814673,2,1.00207118914377,1.00207118914377,281.878952588591,282.462777215049
5.03,80,0,4143.45964691728,59.4807010727566,2,1.00208215121147,1.00208215121147,281.709472180772,282.296033899556
5.04,80,0,4147.47444659683,59.5521885435661,2,1.00209310655953,1.00209310655953,281.540206305833,282.129499958422
5.05,80,0,4151.48406670011,59.6236199475568,2,1.0021040551933,1.0021040551933,281.371154617033,281.96317505615
5.06,80,0,4155.48851580982,59.6949953383176,2,1.00211499711816,1.00211499711816,281.202316768407,281.797058857991
5.07,80,0,4159.48780249038,59.7663147693659,2,1.00212593233945,1.00212593233945,281.033692414746,281.631151029925
5.08,80,0,4163.48193528795,59.8375782941474,2,1.00213686086251,1.00213686086251,280.865281211578,281.465451238638
5.09,80,0,4167.47092273046,59.9087859660367,2,1.00214778269268,1.00214778269268,280.697082815162,281.299959151519
5.1,80,0,4171.4547733277,59.9799378383369,2,1.00215869783528,1.00215869783528,280.529096882471,281.134674436644
5.11,80,0,4175.4334955713,60.0510339642802,2,1.00216960629561,1.00216960629561,280.361323071196,280.969596762778
5.12,80,0,4179.40709793482,60.1220743970279,2,1.00218050807899,1.00218050807899,280.193761039733,280.804725799362
5.13,80,0,4183.3755888738,60.1930591896703,2,1.00219140319069,1.00219140319069,280.026410447188,280.640061216519
5.14,80,0,4187.33897682578,60.2639883952272,2,1.00220229163601,1.00220229163601,279.859270953366,280.475602685045
5.15,80,0,4191.29727021037,60.3348620666479,2,1.00221317342021,1.00221317342021,279.692342218772,280.311349876406
5.16,80,0,4195.2504774293,60.4056802568112,2,1.00222404854856,1.00222404854856,279.525623904613,280.147302462743
5.17,80,0,4199.19860686646,60.4764430185257,2,1.00223491702631,1.00223491702631,279.359115672788,279.983460116861
5.18,80,0,4203.14166688794,60.54715040453,2,1.00224577885872,1.00224577885872,279.19281718589,279.819822512231
5.19,80,0,4207.0796658421,60.6178024674925,2,1.002256634051,1.002256634051,279.026728107206,279.656389322992
5.2,80,0,4211.01261205961,60.688399260012,2,1.00226748260839,1.00226748260839,278.860848100711,279.493160223942
5.21,80,0,4214.94051385347,60.7589408346175,2,1.00227832453611,1.00227832453611,278.69517683107,279.33013489054
5.22,80,0,4218.86337951913,60.8294272437685,2,1.00228915983936,1.00228915983936,278.529713963632,279.167312998906
5.23,80,0,4222.78121733445,60.8998585398549,2,1.00229998852334,1.00229998852334,278.364459164432,279.004694225815
5.24,80,0,4226.6940355598,60.9702347751975,2,1.00231081059323,1.00231081059323,278.199412100187,278.842278248699
5.25,80,0,4230.60184243812,61.0405560020479,2,1.00232162605422,1.00232162605422,278.034572438295,278.680064745642
5.26,80,0,4234.50464619491,61.1108222725885,2,1.00233243491148,1.00233243491148,277.869939846834,278.518053395384
5.27,80,0,4238.40245503833,61.1810336389332,2,1.00234323717016,1.00234323717016,277.705513994558,278.356243877309
5.28,80,0,4242.29527715923,61.2511901531268,2,1.00235403283543,1.00235403283543,277.541294550898,278.194635871458
5.29,80,0,4246.18312073119,61.3212918671455,2,1.00236482191241,1.00236482191241,277.377281185958,278.033229058511
5.3,80,0,4250.06599391058,61.3913388328972,2,1.00237560440625,1.00237560440625,277.213473570513,277.872023119798
5.31,80,0,4253.94390483658,61.4613311022214,2,1.00238638032207,1.00238638032207,277.049871376009,277.711017737292
5.32,80,0,4257.81686163128,61.5312687268892,2,1.00239714966498,1.00239714966498,276.886474274563,277.550212593607
5.33,80,0,4261.68487239966,61.6011517586038,2,1.00240791244009,1.00240791244009,276.723281938955,277.389607371999
5.34,80,0,4265.54794522968,61.6709802490004,2,1.0024186686525,1.0024186686525,276.560294042633,277.22920175636
5.35,80,0,4269.40608819232,61.7407542496463,2,1.0024294183073,1.0024294183073,276.397510259707,277.068995431223
5.36,80,0,4273.25930934161,61.8104738120411,2,1.00244016140956,1.00244016140956,276.234930264949,276.908988081754
5.37,80,0,4277.10761671468,61.8801389876169,2,1.00245089796436,1.00245089796436,276.072553733791,276.749179393752
5.38,80,0,4280.95101833184,61.9497498277383,2,1.00246162797675,1.00246162797675,275.910380342323,276.589569053651
5.39,80,0,4284.78952219656,62.0193063837028,2,1.0024723514518,1.0024723514518,275.748409767292,276.430156748513
5.4,80,0,4288.62313629558,62.0888087067403,2,1.00248306839455,1.00248306839455,275.586641686099,276.270942166029
5.41,80,0,4292.45186859891,62.1582568480141,2,1.00249377881002,1.00249377881002,275.425075776799,276.111924994519
5.42,80,0,4296.2757270599,62.2276508586203,2,1.00250448270325,1.00250448270325,275.2637117181,275.95310492293
5.43,80,0,4300.09471961527,62.2969907895882,2,1.00251518007926,1.00251518007926,275.102549189355,275.79448164083
5.44,80,0,4303.90885418517,62.3662766918807,2,1.00252587094305,1.00252587094305,274.941587870571,275.636054838409
5.45,80,0,4307.71813867321,62.4355086163938,2,1.00253655529963,1.00253655529963,274.780827442398,275.477824206482
5.46,80,0,4311.52258096651,62.5046866139574,2,1.00254723315398,1.00254723315398,274.620267586131,275.319789436481
5.47,80,0,4315.32218893574,62.5738107353349,2,1.00255790451109,1.00255790451109,274.459907983709,275.161950220454
5.48,80,0,4319.11697043517,62.6428810312236,2,1.00256856937594,1.00256856937594,274.299748317712,275.004306251068
5.49,80,0,4322.90693330272,62.7118975522549,2,1.00257922775349,1.00257922775349,274.139788271359,274.846857221604
5.5,80,0,4326.69208535999,62.7808603489942,2,1.0025898796487,1.0025898796487,273.980027528512,274.689602825957
5.51,80,0,4330.47243441231,62.849769471941,2,1.00260052506651,1.00260052506651,273.820465773662,274.53254275863
5.52,80,0,4334.24798824877,62.9186249715294,2,1.00261116401187,1.00261116401187,273.661102691941,274.37567671474
5.53,80,0,4338.01875464229,62.9874268981277,2,1.00262179648972,1.00262179648972,273.501937969111,274.21900439001
5.54,80,0,4341.78474134965,63.0561753020391,2,1.00263242250497,1.00263242250497,273.342971291568,274.062525480771
5.55,80,0,4345.54595611152,63.1248702335011,2,1.00264304206254,1.00264304206254,273.184202346336,273.906239683957
5.56,80,0,4349.30240665253,63.1935117426865,2,1.00265365516733,1.00265365516733,273.02563082107,273.750146697112
5.57,80,0,4353.05410068128,63.2620998797028,2,1.00266426182425,1.00266426182425,272.867256404048,273.594246218374
5.58,80,0,4356.80104589041,63.3306346945926,2,1.00267486203819,1.00267486203819,272.709078784178,273.438537946486
5.59,80,0,4360.54324995664,63.3991162373339,2,1.00268545581402,1.00268545581402,272.551097650987,273.283021580792
5.6,80,0,4364.28072054078,63.4675445578398,3,1.31929149113417,1.31929149113417,850.27244766589,1121.75720535143
5.61,80,0,4135.4660420065,63.6544675046856,3,1.25970179512116,1.25970179512116,734.481326680091,925.227445701879
5.62,80,0,3957.05898263984,63.8090036090073,3,1.20741794821509,1.20741794821509,644.647451334335,778.358903012188
5.63,80,0,3817.26485100955,63.9396334497715,3,1.16276263638076,1.16276263638076,578.508075286112,672.667574787237
5.64,80,0,3706.22592893295,64.0529345259732,3,1.12470821194153,1.12470821194153,528.993190242084,594.96298512642
5.65,80,0,3617.07250527524,64.1533331592914,3,1.09222971223704,1.09222971223704,490.713800169541,535.972192749923
5.66,80,0,3545.69795245577,64.243281989396,3,1.06165472306316,1.06165472306316,455.611337967628,483.70192883446
5.67,80,0,3489.1564877483,64.3242181320592,3,1.03701917376773,1.03701917376773,427.175656924571,442.989346797604
5.68,80,0,3444.6850734897,64.3982651767679,3,1.01883750018842,1.01883750018842,402.832829186806,410.421192682515
5.69,80,0,3410.38895155958,64.4667884255075,3,1.00685955249781,1.00685955249781,383.632095794382,386.263640295329
5.7,80,0,3383.92333984003,64.5314158275007,3,1.002,1.002,367.519110599745,368.254148820944
5.71,80,0,3364.62469688836,64.5929441290073,3,1.002,1.002,353.550582808105,354.257683973721
5.72,80,0,3350.74695347342,64.6522027472333,3,1.00171351178816,1.00171351178816,343.72780326384,344.31678490665
5.73,80,0,3340.71217809832,64.7098308428461,3,1.00137328510017,1.00137328510017,336.581684788391,337.0439074011
5.74,80,0,3333.51979341274,64.7662494870776,3,1.00110765810705,1.00110765810705,331.255109589343,331.622026996981
5.75,80,0,3328.5539847436,64.8217150776155,3,1.00070345042885,1.00070345042885,326.500730495995,326.730407574881
5.76,80,0,3325.65536845136,64.8762805383439,3,1.00025041873973,1.00025041873973,322.590049447411,322.670832041042
5.77,80,0,3324.24639751518,64.9301918972847,3,0.999918108735821,0.999918108735821,319.899753032133,319.873556036947
5.78,80,0,3323.86401551026,64.9836482071753,3,0.999669349241135,0.999669349241135,318.035004352145,317.92984583661
5.79,80,0,3324.19317305075,65.0367848310749,3,0.999478684630294,0.999478684630294,316.735039357415,316.569920513274
5.8,80,0,3325.01746007644,65.0896947174789,3,0.999328550486973,0.999328550486973,315.824536713767,315.612476482388
5.81,80,0,3326.18721583534,65.1424421286222,3,0.99920676278763,0.99920676278763,315.18411422613,314.934098457978
5.82,80,0,3327.59844199109,65.1950717107548,3,0.999104837653802,0.999104837653802,314.731740851384,314.45000484782
5.83,80,0,3329.17862027706,65.2476145907758,3,0.999016851431924,0.999016851431924,314.410684127015,314.101571713127
5.84,80,0,3330.87705592305,65.3000925254518,3,0.998938659729759,0.998938659729759,314.181524661605,313.848071157315
5.85,80,0,3332.65824399965,65.352520750779,3,0.998867358601746,0.998867358601746,314.016779956598,313.661111551872
5.86,80,0,3334.4972830788,65.4049099514507,3,0.998800910915372,0.998800910915372,313.897242185413,313.520851428614
5.87,80,0,3336.37668960738,65.4572676285618,3,0.998737886308041,0.998737886308041,313.809462047359,313.413398828642
5.88,80,0,3338.28417771094,65.5095990526734,3,0.998677279714926,0.998677279714926,313.744009228292,313.329013662966
5.89,80,0,3340.21110799667,65.5619079296151,3,0.998618384475889,0.998618384475889,313.694264297059,313.260859431682
5.9,80,0,3342.15140176266,65.6141968664805,3,0.998560703473435,0.998560703473435,313.655576891164,313.204133508807
5.91,80,0,3344.10077991098,65.6664676982403,3,0.998503886831695,0.998503886831695,313.624677696555,313.155459686348
5.92,80,0,3346.05622888343,65.7187217169144,3,0.998447688197597,0.998447688197597,313.599266954455,313.112463111137
5.93,80,0,3348.0156255787,65.7709598325136,3,0.998391934039195,0.998391934039195,313.577726100575,313.073472433166
5.94,80,0,3349.9774737397,65.823182686144,3,0.998336502072048,0.998336502072048,313.558915473635,313.037310867453
5.95,80,0,3351.94071857358,65.8753907295418,3,0.998281306091707,0.998281306091707,313.542032281814,313.003149500938
5.96,80,0,3353.90461632036,65.9275842810297,3,0.998226285305061,0.998226285305061,313.526510807814,312.970404228341
5.97,80,0,3355.86864244069,65.9797635649035,3,0.99817139682291,0.99817139682291,313.511952250013,312.938663298073
5.98,80,0,3357.8324269611,66.0319287391675,3,0.998116610374978,0.998116610374978,313.498075373433,312.90763635081
5.99,80,0,3359.79570892596,66.0840799150716,3,0.998061904588044,0.998061904588044,313.484681782242,312.877118558761
6,80,0,3361.75830429782,66.1362171708804,3,0.998007264363945,0.998007264363945,313.471631471412,312.846965380486
6.01,80,0,3363.73392017108,66.1883364073559,3,0.998015401899475,0.998015401899475,313.392877264091,312.770918355154
6.02,80,0,3365.73740351869,66.2404339830365,3,0.99803243804279,0.99803243804279,313.327703113322,312.711211444536
6.03,80,0,3367.75945562718,66.2925137662475,3,0.998048939025679,0.998048939025679,313.279833039762,312.668604983476
6.04,80,0,3369.79356119495,66.3445784318052,3,0.998065081331435,0.998065081331435,313.243481864954,312.637381204088
6.05,80,0,3371.83538284153,66.396629759074,3,0.998080982413058,0.998080982413058,313.214803657391,312.613738940682
6.06,80,0,3373.88203154745,66.4486689319247,3,0.998096720479292,0.998096720479292,313.19123989889,312.595149425925
6.07,80,0,3375.93158210541,66.5006967379578,3,0.998112347632972,0.998112347632972,313.171087504956,312.579929360342
6.08,80,0,3377.98275104121,66.5527137009262,3,0.99812789860151,0.99812789860151,313.153212204391,312.566957637882
6.09,80,0,3380.03468238433,66.6047201688165,3,0.998143396541956,0.998143396541956,313.136858188139,312.555487214386
6.1,80,0,3382.08680509087,66.6567163724697,3,0.99815885690302,0.99815885690302,313.121521596847,312.545020068843
6.11,80,0,3384.13873810375,66.7087024646159,3,0.998174289995712,0.998174289995712,313.106866383327,312.535224044959
6.12,80,0,3386.1902271031,66.7606785458805,3,0.998189702705223,0.998189702705223,313.092668325004,312.525877514521
6.13,80,0,3388.24110234945,66.8126446821161,3,0.998205099631435,0.998205099631435,313.078777749092,312.51683253552
6.14,80,0,3390.29125057319,66.8646009159612,3,0.998220483849104,0.998220483849104,313.065094704284,312.507990311976
6.15,80,0,3392.34059622223,66.9165472745501,3,0.998235857414751,0.998235857414751,313.051552415434,312.499284840439
6.16,80,0,3394.38908894709,66.9684837746584,3,0.998251221704808,0.998251221704808,313.038106253085,312.490672007301
6.17,80,0,3396.43669524529,67.0204104261385,3,0.998266577641283,0.998266577641283,313.024726376544,312.482122317011
6.18,80,0,3398.48339288045,67.0723272342144,3,0.998281925842419,0.998281925842419,313.011392824994,312.473616039952
6.19,80,0,3400.52916715306,67.1242342010151,3,0.998297266723325,0.998297266723325,312.99809224072,312.465139973526
6.2,80,0,3402.57400840772,67.1761313265991,3,0.998312600563213,0.998312600563213,312.9848156809,312.456685279197
6.21,80,0,3404.617910366,67.2280186096405,3,0.998327927550343,0.998327927550343,312.971557155727,312.448246037481
6.22,80,0,3406.66086901121,67.2798960478868,3,0.998343247812077,0.998343247812077,312.958312651402,312.439818282188
6.23,80,0,3408.70288184196,67.3317636384665,3,0.998358561434991,0.998358561434991,312.945079476884,312.431399354701
6.24,80,0,3410.74394737238,67.3836213780942,3,0.998373868478325,0.998373868478325,312.931855826962,312.422987472065
6.25,80,0,3412.7840647974,67.4354692632083,3,0.998389168982995,0.998389168982995,312.918640489882,312.414581437982
6.26,80,0,3414.82323376842,67.4873072900634,3,0.998404462977632,0.998404462977632,312.905432651638,312.406180449342
6.27,80,0,3416.86145424298,67.5391354547917,3,0.998419750482617,0.998419750482617,312.892231764899,312.39778396666
6.28,80,0,3418.89872638387,67.5909537534451,3,0.998435031512796,0.998435031512796,312.879037461209,312.389391627276
6.29,80,0,3420.93505049155,67.6427621820224,3,0.9984503060793,0.9984503060793,312.865849492139,312.381003187187
6.3,80,0,3422.9704269587,67.6945607364884,3,0.998465574190758,0.998465574190758,312.852667689831,312.372618482037
6.31,80,0,3425.00485623979,67.7463494127861,3,0.998480835854121,0.998480835854121,312.839491940532,312.36423740096
6.32,80,0,3427.03833883054,67.7981282068455,3,0.998496091075207,0.998496091075207,312.826322166838,312.355859869021
6.33,80,0,3429.07087525425,67.8498971145889,3,0.998511339859074,0.998511339859074,312.813158315778,312.347485835437
6.34,80,0,3431.10246605247,67.9016561319348,3,0.998526582210265,0.998526582210265,312.800000350804,312.339115265658
6.35,80,0,3433.13311177884,67.9534052548007,3,0.998541818132974,0.998541818132974,312.786848246416,312.330748136059
6.36,80,0,3435.16281299489,68.0051444791044,3,0.998557047631163,0.998557047631163,312.77370198455,312.322384430361
6.37,80,0,3437.19157026723,68.0568738007655,3,0.998572270708631,0.998572270708631,312.760561552144,312.314024137231
6.38,80,0,3439.21938416566,68.1085932157061,3,0.998587487369068,0.998587487369068,312.747426939508,312.305667248665
6.39,80,0,3441.24625526186,68.1603027198512,3,0.998602697616091,0.998602697616091,312.734298139225,312.297313758905
6.4,80,0,3443.2721841286,68.2120023091291,3,0.998617901453263,0.998617901453263,312.721175145407,312.288963663704
6.41,80,0,3445.29717133909,68.2636919794719,3,0.998633098884111,0.998633098884111,312.708057953198,312.280616959834
6.42,80,0,3447.32121746664,68.3153717268152,3,0.998648289912135,0.998648289912135,312.694946558444,312.272273644756
6.43,80,0,3449.34432308438,68.3670415470985,3,0.998663474540818,0.998663474540818,312.681840957457,312.263933716393
6.44,80,0,3451.36648876508,68.4187014362654,3,0.998678652773627,0.998678652773627,312.66874114687,312.255597172982
6.45,80,0,3453.38771508104,68.4703513902633,3,0.998693824614017,0.998693824614017,312.655647123531,312.24726401297
6.46,80,0,3455.40800260401,68.5219914050436,3,0.998708990065437,0.998708990065437,312.642558884437,312.23893423495
6.47,80,0,3457.42735190513,68.5736214765619,3,0.998724149131325,0.998724149131325,312.62947642668,312.230607837608
6.48,80,0,3459.4457635549,68.6252416007776,3,0.998739301815116,0.998739301815116,312.616399747423,312.222284819697
6.49,80,0,3461.46323812314,68.6768517736543,3,0.998754448120236,0.998754448120236,312.603328843877,312.213965180015
6.5,80,0,3463.479776179,68.7284519911598,3,0.998769588050108,0.998769588050108,312.590263713281,312.205648917388
6.51,80,0,3465.49537829096,68.7800422492657,3,0.998784721608148,0.998784721608148,312.5772043529,312.197336030664
6.52,80,0,3467.51004502677,68.8316225439479,3,0.99879984879777,0.99879984879777,312.564150760013,312.189026518705
6.53,80,0,3469.52377695349,68.8831928711862,3,0.99881496962238,0.99881496962238,312.551102931912,312.180720380379
6.54,80,0,3471.53657463749,68.9347532269646,3,0.998830084085381,0.998830084085381,312.538060865895,312.172417614564
6.55,80,0,3473.54843864442,68.9863036072711,3,0.998845192190172,0.998845192190172,312.525024559268,312.164118220141
6.56,80,0,3475.55936953923,69.037844008098,3,0.998860293940148,0.998860293940148,312.511994009343,312.155822195994
6.57,80,0,3477.56936788616,69.0893744254413,3,0.998875389338697,0.998875389338697,312.498969213433,312.147529541009
6.58,80,0,3479.57843424878,69.1408948553014,3,0.998890478389205,0.998890478389205,312.485950168857,312.139240254075
6.59,80,0,3481.58656918991,69.1924052936827,3,0.998905561095052,0.998905561095052,312.472936872936,312.130954334079
6.6,80,0,3483.59377327171,69.2439057365937,3,0.998920637459616,0.998920637459616,312.459929322992,312.12267177991
